customer_id,transaction_date,transaction_amount
ID1194,2022-11-18,25.69
ID0005,2021-05-09,13.80
ID0677,2024-12-25,664.30
ID1291,2023-12-14,638.55
ID1061,2022-10-20,681.52
ID0640,2024-05-07,212.20
ID0120,2022-11-16,130.29
ID0009,2024-10-15,298.82
ID0677,2024-05-26,316.49
ID1127,2024-01-23,475.54
ID1047,2023-04-30,622.76
ID0450,2020-08-30,480.48
ID0370,2021-01-09,758.52
ID1026,2023-05-16,399.92
ID0924,2020-08-15,848.46
ID0067,2021-01-01,526.18
ID0655,2024-03-23,398.14
ID1001,2022-08-26,635.44
ID0092,2023-04-10,91.05
ID0638,2020-06-09,519.60
ID0047,2021-09-02,776.89
ID0832,2020-11-04,968.47
ID0535,2021-02-03,283.55
ID0569,2023-05-19,775.07
ID0997,2022-07-13,980.14
ID0878,2021-05-20,59.83
ID1122,2022-05-06,469.95
ID0406,2023-08-28,359.22
ID0282,2020-12-10,543.00
ID0830,2021-05-11,566.21
ID0566,2024-03-10,708.97
ID1196,2024-03-12,393.30
ID1138,2024-07-22,936.27
ID1215,2024-01-08,981.02
ID0583,2020-09-24,557.86
ID0202,2021-07-20,727.60
ID0252,2024-06-10,799.03
ID0825,2023-12-12,696.59
ID1087,2024-04-25,502.41
ID0535,2020-02-08,918.63
ID0548,2023-11-16,213.67
ID0907,2020-03-14,935.79
ID0301,2023-12-07,605.55
ID0072,2020-06-01,694.00
ID0683,2024-03-04,836.34
ID0754,2024-07-23,170.99
ID0664,2021-06-28,195.95
ID0677,2021-04-09,385.58
ID0870,2021-07-24,355.40
ID1274,2023-12-01,544.95
ID0625,2022-05-19,537.00
ID0061,2024-02-19,937.84
ID0970,2024-04-01,773.77
ID1232,2024-03-23,607.05
ID0010,2024-02-04,667.56
ID0535,2024-11-21,624.23
ID0858,2020-03-31,447.22
ID0948,2023-09-17,347.25
ID1229,2024-12-30,876.27
ID0972,2023-09-04,483.61
ID0074,2021-06-07,217.75
ID0194,2021-11-22,975.45
ID0121,2022-10-12,381.20
ID0722,2022-10-07,531.29
ID0318,2022-11-14,68.10
ID0713,2023-06-13,321.85
ID0618,2024-01-28,598.50
ID0892,2021-05-02,715.21
ID0566,2024-04-12,156.95
ID0879,2020-12-03,850.36
ID0414,2023-01-11,860.00
ID0983,2021-04-23,665.74
ID1209,2022-11-24,656.43
ID1242,2024-01-14,686.72
ID0016,2024-05-02,239.34
ID0275,2023-11-26,325.91
ID1164,2022-10-05,901.80
ID1130,2021-07-08,873.28
ID0230,2022-09-08,582.25
ID0184,2023-10-04,480.14
ID1066,2022-06-19,627.07
ID0986,2020-01-12,578.75
ID1232,2022-01-19,804.07
ID0595,2020-05-31,805.84
ID0783,2022-04-23,335.54
ID1133,2022-10-04,67.00
ID1259,2021-09-30,563.22
ID1299,2023-02-26,167.90
ID1036,2020-12-10,77.62
ID0854,2021-08-13,710.23
ID1248,2021-10-09,365.61
ID0033,2023-09-26,18.24
ID0906,2020-06-04,160.56
ID0485,2022-10-26,356.44
ID0958,2024-11-04,908.51
ID0479,2021-07-24,233.30
ID0051,2020-07-07,553.15
ID0270,2022-04-02,115.69
ID1217,2020-11-02,259.01
ID0561,2021-10-06,381.67
ID0869,2021-09-13,104.44
ID0488,2023-08-03,968.48
ID1293,2020-09-16,38.12
ID0159,2024-05-17,966.20
ID0012,2023-01-31,55.60
ID0879,2023-01-11,787.94
ID0454,2020-03-08,344.84
ID0609,2021-02-13,963.65
ID0695,2022-09-27,214.16
ID0969,2020-10-05,506.10
ID0500,2023-08-09,533.69
ID0760,2021-04-27,469.00
ID1117,2022-01-10,532.92
ID1128,2020-11-01,971.51
ID0946,2023-05-26,804.06
ID0746,2021-04-26,836.17
ID0564,2023-07-01,599.33
ID0578,2022-12-09,834.01
ID0398,2024-08-07,591.04
ID0138,2021-12-05,801.72
ID0624,2023-12-30,565.52
ID0809,2022-09-17,892.68
ID0133,2020-09-15,455.49
ID1107,2021-01-05,73.68
ID0435,2022-07-25,497.44
ID0436,2023-01-04,975.83
ID0416,2024-07-15,743.46
ID1050,2020-07-25,192.68
ID0360,2021-08-25,282.38
ID0148,2021-04-04,706.03
ID1266,2020-02-05,297.21
ID0672,2023-01-25,503.25
ID0724,2022-09-08,387.17
ID0149,2023-03-14,239.27
ID0981,2022-05-03,240.66
ID0619,2022-08-29,838.74
ID0502,2021-01-19,115.91
ID0123,2021-12-16,960.52
ID0179,2023-10-20,138.38
ID0461,2023-06-02,777.89
ID0256,2023-05-07,397.76
ID0559,2022-03-14,332.36
ID0666,2020-01-29,370.09
ID0705,2021-04-23,936.30
ID0079,2022-03-14,486.70
ID1244,2022-08-15,853.54
ID0280,2024-02-08,81.20
ID1117,2022-12-01,910.45
ID1118,2024-03-16,929.22
ID0198,2020-12-17,25.40
ID1183,2023-10-15,302.94
ID0156,2022-12-31,131.02
ID1216,2023-07-12,569.78
ID0645,2024-04-14,890.97
ID0793,2023-08-18,27.73
ID0310,2023-03-01,492.65
ID0864,2021-10-24,650.69
ID1109,2022-07-13,379.48
ID1221,2021-07-22,898.14
ID1253,2024-02-12,255.09
ID1212,2023-04-01,645.31
ID0319,2021-12-28,150.97
ID0946,2022-10-05,152.37
ID0813,2021-06-04,92.02
ID0234,2021-07-02,53.07
ID0986,2023-03-26,343.49
ID1191,2020-06-29,967.58
ID0899,2023-08-25,506.57
ID0600,2021-08-24,75.40
ID0162,2023-07-28,575.61
ID1212,2024-08-03,101.36
ID0409,2021-08-27,266.84
ID0407,2023-08-17,307.73
ID1098,2024-02-18,382.04
ID0833,2023-08-05,776.88
ID0464,2021-03-30,250.90
ID1129,2024-08-30,872.08
ID0649,2021-04-17,433.62
ID0806,2022-07-18,930.18
ID0766,2022-05-02,618.72
ID0122,2020-03-29,628.41
ID0677,2024-08-27,221.45
ID0666,2020-12-07,877.65
ID0424,2024-12-23,591.62
ID0647,2020-09-11,552.26
ID0711,2022-12-06,238.96
ID0045,2021-01-31,311.37
ID0606,2021-04-28,268.31
ID0397,2023-02-04,648.46
ID0758,2023-02-17,348.43
ID1264,2020-04-12,647.09
ID1131,2023-05-03,740.20
ID0354,2022-03-05,427.39
ID0218,2023-06-22,913.32
ID0462,2023-11-26,59.43
ID1250,2023-11-17,49.51
ID0164,2022-04-15,782.88
ID0065,2024-04-24,509.08
ID0217,2023-06-18,381.92
ID1215,2023-04-11,777.52
ID0505,2024-04-15,806.43
ID0722,2021-06-23,576.49
ID0665,2022-04-01,767.11
ID0675,2021-09-26,277.81
ID0170,2021-03-09,895.35
ID0140,2020-09-27,73.58
ID1216,2020-01-19,365.83
ID1067,2023-10-03,913.05
ID0391,2021-03-20,663.48
ID0519,2024-02-29,280.31
ID0280,2022-05-07,723.21
ID0575,2024-06-12,522.11
ID0134,2022-03-05,933.29
ID0998,2020-09-12,866.09
ID0795,2020-12-22,78.81
ID0602,2023-06-20,458.97
ID1236,2021-01-07,699.77
ID0866,2021-07-22,236.53
ID0810,2020-06-07,728.14
ID0357,2021-08-31,755.08
ID1133,2023-04-22,918.27
ID0308,2020-04-01,426.42
ID1158,2023-07-26,812.21
ID1242,2023-03-30,730.76
ID0810,2023-10-03,710.18
ID1269,2021-12-31,609.04
ID1023,2021-07-19,447.67
ID0805,2022-09-24,675.47
ID0992,2023-08-20,195.43
ID1235,2020-08-05,711.28
ID0706,2023-11-14,609.21
ID0151,2021-03-20,528.23
ID0741,2023-05-13,245.77
ID0372,2024-02-23,394.87
ID1093,2020-10-30,612.82
ID0051,2022-03-25,886.91
ID0305,2021-08-04,807.11
ID0460,2020-11-21,244.38
ID0951,2020-01-16,939.69
ID1076,2024-09-15,675.39
ID1125,2024-03-03,303.21
ID0575,2022-07-02,109.01
ID0721,2024-04-09,10.18
ID0620,2020-09-24,800.14
ID0496,2020-09-22,889.23
ID1066,2022-05-21,285.72
ID0223,2022-02-15,344.87
ID0145,2022-07-14,429.41
ID0347,2023-07-20,205.48
ID0760,2023-06-28,926.17
ID0377,2022-08-03,808.91
ID0096,2022-08-13,374.78
ID0749,2024-07-30,754.09
ID0469,2021-09-11,21.96
ID1186,2023-05-02,126.00
ID0912,2023-12-27,594.58
ID0463,2020-03-28,692.51
ID0584,2023-01-26,201.24
ID1073,2022-12-19,623.70
ID0342,2022-04-04,336.60
ID1094,2020-04-18,855.06
ID0622,2021-07-03,563.77
ID0722,2024-04-26,383.35
ID0381,2020-04-08,389.72
ID1291,2021-07-27,999.51
ID0544,2020-08-03,137.00
ID0981,2023-11-09,453.80
ID0756,2023-10-13,202.39
ID1054,2024-03-22,822.90
ID0471,2022-08-28,396.84
ID0233,2021-09-11,846.40
ID1034,2024-04-27,559.54
ID1303,2021-09-18,670.47
ID1187,2022-08-04,613.14
ID0368,2024-11-30,506.05
ID0565,2022-03-17,66.43
ID0180,2021-04-11,491.17
ID0016,2020-01-05,285.57
ID1198,2024-12-24,250.77
ID0590,2024-05-09,977.40
ID0629,2020-12-22,985.18
ID0007,2022-06-20,199.70
ID0060,2024-05-14,212.19
ID0537,2021-03-08,25.57
ID1198,2021-12-28,605.47
ID0463,2020-10-09,298.51
ID0251,2020-10-28,189.20
ID1139,2021-06-13,36.39
ID0792,2021-03-23,558.01
ID0241,2021-11-22,896.66
ID0932,2021-02-06,40.14
ID0682,2022-06-16,958.23
ID0217,2021-09-20,957.50
ID1013,2020-01-17,183.17
ID0408,2024-02-02,449.69
ID0389,2020-06-22,180.07
ID0518,2024-05-15,167.41
ID0903,2021-02-05,154.56
ID0982,2022-12-09,366.26
ID0923,2023-08-02,266.29
ID0399,2020-07-10,533.63
ID0738,2023-07-05,972.59
ID0624,2021-03-14,757.91
ID0315,2023-01-28,327.86
ID0045,2022-11-13,886.36
ID1145,2024-06-08,76.07
ID1290,2022-02-15,318.23
ID0709,2021-04-27,364.91
ID0717,2020-03-19,485.23
ID0251,2020-02-03,987.06
ID0245,2024-06-11,375.97
ID0424,2020-06-15,663.12
ID0405,2022-10-14,80.15
ID0651,2024-04-30,24.93
ID0269,2022-10-04,748.28
ID0285,2023-01-18,766.89
ID1196,2024-08-08,210.27
ID0764,2020-05-29,14.18
ID0390,2022-07-21,77.95
ID1237,2024-07-22,413.08
ID0638,2021-02-21,282.47
ID0769,2020-03-06,123.56
ID0545,2020-07-27,370.37
ID1205,2021-08-11,937.47
ID1283,2020-06-27,751.48
ID1283,2022-08-11,516.57
ID0594,2021-09-18,867.67
ID0724,2022-01-12,212.60
ID0759,2021-04-30,964.02
ID0745,2023-09-15,45.75
ID0372,2022-10-07,120.83
ID0043,2023-12-30,515.88
ID0502,2022-01-19,115.18
ID0126,2023-10-23,745.36
ID0295,2020-01-14,830.98
ID0481,2020-05-25,702.32
ID0231,2024-08-01,513.23
ID0922,2022-08-15,955.68
ID1052,2024-12-11,371.48
ID0806,2023-07-27,682.63
ID1142,2021-06-10,265.95
ID0662,2022-06-01,31.53
ID0793,2020-11-19,202.64
ID0664,2020-04-07,635.58
ID0576,2021-02-05,707.81
ID0857,2022-01-25,582.40
ID0517,2021-08-09,162.29
ID0055,2020-06-02,773.48
ID0512,2022-11-08,425.83
ID0048,2022-12-14,655.39
ID0179,2021-12-31,663.04
ID0540,2020-08-21,982.28
ID0402,2023-02-03,258.05
ID1259,2020-01-06,804.95
ID1237,2022-03-21,586.55
ID1213,2021-07-15,296.30
ID0346,2023-11-19,421.57
ID0331,2020-06-30,279.13
ID0108,2022-11-04,455.62
ID0537,2022-06-05,751.91
ID1188,2023-06-24,851.65
ID0026,2020-03-20,204.31
ID1064,2020-09-23,457.35
ID1283,2023-08-22,895.00
ID1040,2021-01-15,998.73
ID0273,2023-02-01,668.37
ID0413,2022-05-11,474.10
ID0213,2023-06-08,602.46
ID0486,2023-01-23,810.44
ID0769,2024-09-17,893.44
ID0832,2023-09-24,321.98
ID0937,2020-02-19,859.35
ID0611,2023-04-26,548.17
ID0177,2022-02-09,692.87
ID0783,2023-11-21,211.55
ID0580,2020-12-04,518.09
ID0292,2020-12-28,749.08
ID0848,2020-01-28,469.64
ID1085,2021-09-09,845.90
ID0994,2022-08-03,983.49
ID0814,2021-08-02,998.84
ID0584,2024-09-30,825.02
ID0503,2023-04-01,408.86
ID0507,2023-03-28,381.24
ID1185,2023-08-10,66.14
ID0245,2024-10-15,262.60
ID0484,2023-10-04,76.26
ID0658,2020-11-13,744.47
ID0475,2023-09-08,879.30
ID1158,2021-06-13,437.02
ID0103,2022-05-08,276.64
ID0067,2023-11-20,451.39
ID0294,2024-08-23,493.27
ID0108,2022-02-01,120.78
ID1298,2024-07-19,511.02
ID0563,2020-11-21,766.74
ID1271,2020-02-07,831.80
ID0996,2022-01-29,211.91
ID0422,2023-08-10,662.71
ID0735,2024-06-12,105.46
ID0700,2024-04-07,889.61
ID1297,2023-08-15,787.87
ID0012,2023-06-16,999.77
ID0419,2024-12-19,447.87
ID0317,2024-12-11,123.97
ID1145,2023-01-29,853.92
ID0821,2023-12-02,120.48
ID0270,2023-03-05,799.31
ID0629,2021-05-15,677.56
ID0878,2024-11-29,392.51
ID1144,2021-04-20,21.08
ID1192,2020-11-17,874.02
ID1038,2023-06-15,673.10
ID0893,2020-05-17,308.21
ID0235,2024-11-04,877.38
ID0477,2020-10-17,209.62
ID0424,2022-10-08,897.83
ID0703,2021-12-07,319.51
ID1067,2022-07-14,78.12
ID0993,2021-02-20,146.26
ID0905,2023-08-17,529.37
ID0233,2024-11-03,900.73
ID0209,2023-11-29,784.74
ID0367,2021-07-25,316.45
ID0437,2021-02-23,319.56
ID0623,2024-07-14,783.95
ID0991,2024-10-27,213.38
ID0561,2021-12-15,463.23
ID0029,2023-09-04,50.41
ID1006,2024-01-03,409.47
ID0206,2023-07-04,692.50
ID0974,2021-09-04,185.07
ID0946,2021-02-08,739.82
ID0997,2023-01-02,761.55
ID0913,2022-12-25,44.90
ID0754,2023-10-03,235.80
ID0953,2020-06-28,438.41
ID1042,2020-12-24,651.04
ID1012,2023-04-27,579.26
ID0956,2024-06-19,293.54
ID0324,2021-11-22,551.31
ID0696,2024-01-17,465.22
ID0402,2022-05-22,659.97
ID0961,2021-02-09,211.91
ID0004,2020-05-31,278.01
ID0907,2020-07-05,121.51
ID0356,2022-05-05,892.02
ID0900,2024-02-10,658.19
ID0262,2023-05-15,646.75
ID0431,2021-09-23,753.29
ID1050,2024-06-15,745.95
ID1083,2023-01-15,390.88
ID0717,2023-07-06,33.43
ID0589,2021-06-10,322.78
ID1208,2024-03-01,878.67
ID0831,2024-09-09,471.37
ID1183,2021-05-29,907.73
ID1179,2022-07-26,225.83
ID0280,2020-02-27,746.20
ID0171,2023-03-18,771.22
ID0649,2023-09-10,197.95
ID1208,2024-11-25,786.22
ID0832,2022-11-12,14.15
ID0079,2023-12-06,662.04
ID1253,2021-01-25,455.37
ID0199,2021-02-17,917.22
ID0357,2022-12-20,870.39
ID1100,2023-07-12,465.17
ID0944,2024-05-06,393.93
ID1033,2021-08-22,754.20
ID1285,2024-01-02,154.16
ID0261,2023-11-23,640.01
ID0388,2022-06-01,405.97
ID1111,2024-11-25,156.98
ID0109,2021-09-24,806.13
ID0517,2024-06-14,191.16
ID1196,2020-11-01,702.69
ID1105,2023-05-24,265.07
ID0681,2023-08-17,303.14
ID0140,2022-05-09,90.00
ID0214,2023-06-17,284.79
ID0061,2023-05-12,483.23
ID0568,2024-01-19,361.41
ID0374,2020-01-16,798.88
ID0854,2021-12-23,198.18
ID0058,2021-07-21,853.05
ID1099,2023-09-17,26.84
ID0374,2020-08-11,301.92
ID0107,2022-02-11,589.57
ID0457,2023-08-18,165.36
ID0916,2023-06-15,306.79
ID1277,2022-01-06,551.29
ID1253,2020-01-15,424.47
ID0244,2024-07-10,505.81
ID1187,2020-10-27,380.81
ID0036,2022-03-21,614.61
ID0330,2021-07-11,83.84
ID0395,2022-09-26,14.01
ID0048,2023-11-10,356.62
ID0020,2024-07-30,847.38
ID1104,2020-09-04,331.07
ID1293,2021-04-17,421.78
ID0328,2024-07-26,503.53
ID0783,2024-01-03,319.26
ID0174,2023-04-20,260.97
ID0573,2020-09-09,989.62
ID0129,2023-02-01,19.88
ID0297,2022-01-24,527.73
ID0068,2020-12-05,69.83
ID0091,2023-02-20,890.79
ID0305,2021-04-20,494.08
ID0727,2020-08-24,876.37
ID1113,2023-11-29,359.99
ID0283,2021-08-22,332.96
ID0050,2021-12-08,841.78
ID0511,2023-03-02,660.19
ID0172,2023-02-26,484.21
ID0710,2020-11-23,823.13
ID1066,2020-10-18,844.07
ID0068,2024-03-02,967.01
ID0202,2024-06-23,768.80
ID0387,2020-07-24,949.67
ID0532,2023-05-21,564.97
ID0627,2024-02-21,420.00
ID0680,2023-06-02,461.60
ID0833,2024-05-06,487.46
ID1198,2024-08-11,144.79
ID0419,2024-11-13,366.20
ID0685,2020-01-20,96.82
ID1037,2021-01-24,495.75
ID1204,2024-05-21,667.65
ID1162,2020-03-14,270.97
ID0859,2020-04-01,664.94
ID0078,2021-04-21,255.67
ID0706,2023-10-28,781.25
ID0735,2020-12-24,797.29
ID0810,2024-06-04,521.13
ID0958,2024-01-25,563.09
ID0540,2024-11-10,747.38
ID0387,2022-10-18,707.32
ID0100,2024-04-20,987.20
ID0177,2023-06-02,391.34
ID0884,2021-06-30,795.57
ID0831,2021-08-17,692.13
ID1076,2023-03-11,426.50
ID0768,2022-09-27,342.40
ID1306,2020-12-05,928.73
ID0726,2023-07-13,913.57
ID0135,2020-11-18,393.98
ID0088,2020-12-02,289.99
ID0424,2022-09-09,436.32
ID0357,2022-04-15,198.47
ID0462,2023-07-24,619.24
ID0013,2021-03-11,952.66
ID0180,2023-08-09,74.40
ID0940,2024-07-26,97.02
ID0638,2023-07-27,327.26
ID0301,2020-12-07,792.01
ID0580,2022-05-02,496.81
ID0505,2022-01-30,795.23
ID0112,2023-02-12,615.63
ID0237,2020-12-14,379.91
ID0828,2023-09-14,55.81
ID0156,2022-01-14,250.32
ID1005,2023-05-11,186.95
ID0677,2020-02-05,118.99
ID0099,2024-06-18,992.79
ID1221,2024-08-09,286.10
ID0841,2021-01-10,173.78
ID0601,2021-10-08,859.36
ID0039,2023-07-13,935.36
ID1195,2024-07-05,689.70
ID1246,2022-07-11,853.09
ID1165,2021-08-15,482.81
ID1060,2020-10-29,73.95
ID0881,2020-12-04,387.81
ID1168,2023-04-20,776.94
ID1208,2023-03-26,984.55
ID0419,2021-01-23,564.08
ID0948,2023-10-31,751.74
ID1082,2021-02-06,317.31
ID1097,2024-12-27,919.45
ID0295,2023-09-10,351.59
ID0181,2020-09-18,224.84
ID0062,2024-01-01,796.73
ID0563,2020-05-18,152.20
ID0223,2023-01-01,425.54
ID0955,2023-04-20,554.19
ID0282,2023-06-15,113.80
ID0027,2023-11-15,324.61
ID0424,2023-09-25,215.21
ID0793,2021-06-10,163.98
ID1176,2022-01-15,218.81
ID0979,2022-06-17,102.41
ID1020,2023-03-09,469.21
ID1039,2020-11-24,12.46
ID0277,2023-10-13,311.26
ID0531,2024-09-18,991.74
ID0728,2024-02-14,50.93
ID0456,2022-07-26,54.76
ID0856,2022-11-10,381.17
ID1100,2020-04-11,482.98
ID0295,2024-05-10,930.04
ID0922,2021-07-05,671.41
ID1051,2020-02-29,79.71
ID0826,2021-05-16,858.61
ID0003,2022-03-02,73.31
ID0377,2023-10-06,468.49
ID0122,2021-03-25,415.35
ID0912,2020-01-27,189.31
ID0325,2020-09-08,336.86
ID0285,2023-03-16,582.86
ID0154,2023-04-02,831.81
ID0507,2023-07-09,981.42
ID1003,2021-10-08,924.63
ID0101,2020-10-02,344.16
ID0732,2024-01-03,214.35
ID1154,2020-04-02,224.84
ID0774,2024-04-09,169.26
ID0854,2024-07-04,373.53
ID0499,2020-07-21,269.11
ID0031,2022-03-07,127.07
ID0134,2022-03-08,544.64
ID0261,2022-08-19,629.85
ID0504,2020-09-27,313.85
ID0249,2020-07-03,328.27
ID0757,2024-10-23,492.19
ID0878,2021-09-13,274.17
ID1227,2022-01-08,863.61
ID1031,2024-10-10,459.91
ID0533,2020-09-15,54.64
ID0555,2021-01-22,333.88
ID1103,2023-06-16,843.64
ID0536,2022-12-26,225.63
ID0101,2021-12-11,389.21
ID0140,2020-07-07,28.72
ID0818,2020-06-08,554.13
ID0078,2024-12-30,446.72
ID0625,2023-02-11,981.63
ID0706,2023-04-30,278.72
ID1283,2023-02-02,320.00
ID0054,2022-07-26,427.11
ID0456,2020-02-10,109.07
ID0634,2021-04-27,577.39
ID0346,2020-10-28,970.44
ID0814,2023-07-05,562.20
ID0913,2021-05-31,283.83
ID0057,2021-01-30,988.05
ID0722,2021-06-24,875.00
ID1151,2024-01-26,718.21
ID0345,2023-05-17,893.49
ID0193,2021-01-02,504.17
ID0957,2020-03-30,77.34
ID0155,2021-07-02,791.60
ID0284,2022-12-23,980.43
ID0544,2023-09-16,918.87
ID0652,2023-05-05,489.64
ID0598,2020-07-05,757.06
ID0782,2022-04-20,235.15
ID0993,2024-12-14,261.13
ID0048,2023-06-25,936.14
ID0234,2024-12-21,542.98
ID1160,2023-12-08,739.61
ID0818,2023-06-10,645.50
ID1058,2024-10-18,145.90
ID0940,2020-01-23,213.76
ID0063,2023-03-29,836.68
ID0609,2020-11-28,372.25
ID1306,2023-12-30,910.30
ID0773,2024-06-22,104.84
ID0366,2024-09-20,353.08
ID0483,2021-04-25,242.82
ID0414,2021-06-23,419.24
ID0380,2024-04-10,787.21
ID0898,2023-07-10,548.76
ID0402,2022-04-15,211.51
ID1246,2024-08-31,746.32
ID1172,2023-02-08,360.13
ID0222,2020-11-17,995.63
ID0939,2024-03-29,952.53
ID0445,2024-12-23,780.35
ID0729,2020-07-28,881.86
ID0100,2023-10-01,67.19
ID0601,2021-12-24,873.74
ID0805,2023-04-15,179.87
ID1036,2023-03-05,315.47
ID0161,2023-09-29,304.31
ID1156,2022-03-21,916.39
ID1259,2022-08-16,687.27
ID0108,2022-09-12,666.49
ID1004,2020-08-31,12.47
ID0973,2022-02-05,569.08
ID0848,2024-01-21,292.17
ID1179,2020-11-05,145.84
ID0106,2023-08-25,245.08
ID0735,2020-06-22,159.72
ID0680,2023-04-10,175.86
ID0668,2020-08-28,93.68
ID0349,2020-12-04,773.01
ID0501,2023-01-08,840.66
ID1113,2021-06-09,232.57
ID0074,2021-11-06,534.17
ID0234,2023-03-15,634.82
ID0943,2021-12-08,197.93
ID0802,2023-07-26,51.51
ID0808,2020-01-27,819.56
ID0830,2024-05-07,44.70
ID1089,2024-08-22,970.68
ID0697,2022-11-29,264.17
ID0436,2022-12-22,466.93
ID1222,2023-01-02,844.72
ID0438,2022-12-09,170.09
ID0983,2022-09-18,805.79
ID1098,2024-08-10,432.30
ID0159,2022-02-15,604.03
ID0355,2020-04-24,425.24
ID0214,2024-05-13,770.89
ID0779,2022-12-29,923.50
ID0059,2024-09-23,341.86
ID0456,2023-04-14,44.89
ID0721,2024-09-12,888.04
ID0220,2022-05-07,315.28
ID0925,2023-02-18,759.86
ID0065,2020-03-08,407.29
ID0568,2020-09-30,664.77
ID1255,2023-12-24,134.54
ID1237,2021-09-24,973.63
ID0447,2022-11-09,634.15
ID0510,2021-04-21,36.46
ID0645,2022-10-11,260.62
ID1025,2020-04-19,934.02
ID0481,2021-09-02,260.61
ID0077,2024-01-20,215.94
ID0214,2023-11-07,602.29
ID1124,2024-02-06,545.39
ID0748,2021-01-08,829.61
ID0983,2022-11-16,429.79
ID0032,2022-02-03,130.57
ID0290,2024-01-28,552.45
ID0112,2024-10-09,765.16
ID0133,2023-01-10,569.35
ID0249,2020-01-09,936.74
ID0171,2024-07-19,886.91
ID0888,2021-05-03,111.21
ID0763,2022-01-27,508.54
ID1011,2022-10-01,909.51
ID0660,2022-04-02,662.67
ID0983,2021-12-29,194.53
ID0120,2023-05-07,360.71
ID0508,2021-12-22,118.21
ID0828,2022-08-05,681.85
ID1247,2021-04-16,130.30
ID0609,2020-07-21,598.41
ID0064,2020-02-01,471.69
ID1134,2023-04-25,651.98
ID0729,2021-04-13,637.11
ID0169,2020-07-30,227.11
ID0166,2022-10-24,441.43
ID0320,2020-02-09,22.69
ID0727,2020-11-13,73.55
ID0593,2022-01-15,203.29
ID0357,2023-06-03,736.04
ID0677,2023-08-25,536.81
ID1205,2022-03-16,521.40
ID0385,2022-05-18,286.78
ID0926,2023-10-27,73.86
ID0398,2021-03-03,354.17
ID0381,2020-10-29,416.99
ID0761,2020-10-30,166.95
ID1019,2020-05-15,563.81
ID0698,2023-04-16,798.78
ID0511,2022-01-15,211.98
ID0940,2021-07-06,530.80
ID0279,2020-04-08,188.45
ID0225,2021-02-02,574.99
ID0851,2023-08-19,503.87
ID0654,2024-07-25,109.94
ID1304,2023-12-19,366.22
ID0917,2022-11-26,43.81
ID0500,2022-02-13,834.61
ID0569,2021-07-22,544.10
ID1009,2020-05-31,454.43
ID1232,2024-05-30,711.81
ID0111,2021-05-19,349.96
ID1000,2024-10-21,513.45
ID0653,2021-12-05,672.47
ID0415,2023-04-05,147.29
ID0138,2023-02-26,661.38
ID0048,2021-10-07,878.94
ID0357,2021-11-10,102.90
ID0865,2024-10-05,269.55
ID1084,2022-01-10,933.11
ID1092,2022-08-03,272.17
ID0483,2021-03-25,118.08
ID1283,2024-12-03,650.10
ID1224,2021-04-07,741.93
ID1091,2024-07-02,790.53
ID1217,2021-08-27,628.42
ID1032,2021-06-17,748.97
ID0586,2024-04-20,243.85
ID0344,2021-01-03,621.86
ID0975,2024-08-01,720.06
ID1230,2022-02-25,331.89
ID0423,2021-03-22,494.56
ID0481,2023-04-15,618.04
ID0436,2020-10-03,844.45
ID1288,2020-12-07,86.66
ID0192,2021-03-19,639.64
ID0787,2023-02-04,378.25
ID0069,2021-01-05,843.00
ID0752,2024-07-19,134.16
ID0773,2020-09-06,256.25
ID0853,2021-12-07,432.51
ID0283,2020-01-05,384.96
ID0542,2021-10-20,416.71
ID0915,2021-05-03,725.78
ID0414,2021-07-23,41.01
ID0134,2024-10-22,243.89
ID1251,2021-09-30,643.53
ID0714,2022-08-21,847.83
ID0463,2023-11-09,601.93
ID0968,2020-07-02,398.91
ID1290,2023-09-24,958.54
ID1126,2024-02-28,489.87
ID0714,2024-12-28,321.60
ID0941,2021-08-16,271.38
ID0978,2022-10-01,954.94
ID1248,2020-03-26,320.20
ID1258,2023-10-11,620.22
ID1013,2020-11-03,743.45
ID0991,2023-11-21,342.89
ID0908,2021-08-14,739.38
ID0278,2021-10-12,808.98
ID0829,2023-05-13,946.82
ID0399,2024-10-19,215.50
ID0609,2020-02-03,725.98
ID0137,2024-08-29,828.14
ID0178,2022-01-25,825.38
ID0174,2024-01-05,233.17
ID1106,2020-08-26,458.79
ID0159,2020-12-09,27.17
ID0098,2020-12-01,715.53
ID0217,2022-06-01,343.12
ID0236,2024-12-18,615.90
ID0058,2020-02-05,668.16
ID0674,2024-08-23,675.64
ID0591,2020-04-06,740.68
ID0961,2024-10-15,433.66
ID0314,2021-01-21,892.53
ID0747,2022-05-18,304.03
ID0633,2020-11-21,907.93
ID0240,2021-01-05,236.32
ID0758,2020-06-28,452.48
ID0056,2023-05-05,804.69
ID0168,2020-07-28,492.73
ID0831,2021-11-12,612.73
ID0771,2023-09-02,494.85
ID0983,2024-06-03,255.79
ID0067,2022-06-13,734.57
ID0077,2020-09-27,898.48
ID1156,2021-11-16,773.43
ID0044,2022-03-28,954.42
ID0271,2024-09-18,767.34
ID0515,2022-12-16,298.30
ID0653,2022-03-30,427.31
ID0488,2023-01-31,479.76
ID1304,2024-07-21,529.47
ID0831,2023-02-02,523.57
ID0164,2022-01-21,639.61
ID0611,2021-12-21,52.84
ID0631,2022-07-21,821.60
ID1237,2022-04-02,94.92
ID0049,2021-10-10,394.30
